GBPNID,PlaceName,GridRef,Lat,Lng,HistCounty,Division,AdCounty,District,UniAuth,Police,Region,Alternative_Names,Type
14758,Eden Mount,SD4078,54.196797,-2.915973,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
14764,Edenhall,NY5632,54.684316,-2.678578,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
14768,Edentown,NY3957,54.909398,-2.94066,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
14932,Egremont,NY0110,54.481022,-3.5287448,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
15014,Ellenborough,NY0435,54.709497,-3.483015,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
15057,Ellonby,NY4235,54.711239,-2.892451,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
15139,Elterwater,NY3204,54.433098,-3.036708,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
15171,Embleton,NY1730,54.662859,-3.2829597,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
15353,Endmoor,SD5384,54.257507,-2.709928,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
15385,Ennerdale Bridge,NY0715,54.529956,-3.435237,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
15463,Eskdale Green,NY1400,54.390096,-3.325622,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
15494,Etterby,NY3857,54.907399,-2.954963,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
15553,Ewanrigg,NY0435,54.704461,-3.490592,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
15664,Fair Hill,NY5131,54.674407,-2.758277,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
15757,Far Arnside,SD4476,54.180229,-2.846503,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
15762,Far End,SD3098,54.373808,-3.07447,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
15773,Far Sawrey,SD3794,54.340017,-2.956686,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
15786,Farlam,NY5558,54.922239,-2.695151,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
15798,Farleton,SD5381,54.22271,-2.712398,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
15895,Faugh,NY5054,54.886343,-2.768799,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
15986,Fell Side,NY3037,54.727246,-3.079141,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
15988,Felldyke,NY0819,54.557843,-3.4241252,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
16056,Fenton,NY5056,54.896636,-2.775388,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
16090,Ferney Green,SD4096,54.355983,-2.9247231,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
16201,Field Broughton,SD3881,54.223281,-2.943248,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
16268,Fingland,NY2557,54.902625,-3.162585,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
16286,Finsthwaite,SD3687,54.283288,-2.969963,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
16299,Firbank,SD6294,54.342416,-2.577902,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
16449,Fletchertown,NY2043,54.775653,-3.233567,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
16459,Flimby,NY0233,54.688431,-3.514827,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
16472,Flitholme,NY7515,54.529987,-2.373143,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
16491,Flookburgh,SD3676,54.175918,-2.976642,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
16573,Force Forge,SD3390,54.307927,-3.0228,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
16575,Force Mills,SD3491,54.310311,-3.0159211,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
16656,Forest Head,NY5857,54.911368,-2.654158,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
16751,Fothergill,NY0234,54.695179,-3.514303,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
16756,Foulbridge,NY4148,54.826449,-2.905108,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
16842,Foxfield,SD2185,54.259781,-3.21351,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17030,Frizington,NY0317,54.543545,-3.493222,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
17237,Gaisgill,NY6305,54.441825,-2.558916,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
17238,Gaitsgill,NY3846,54.811941,-2.953629,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
17254,Galligill,NY7545,54.79925,-2.3903915,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
17291,Gamblesby,NY6139,54.748063,-2.605072,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
17293,Gamelsby,NY2552,54.861332,-3.157502,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
17351,Garlands,NY4353,54.873627,-2.88123,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
17376,Garnett Bridge,SD5299,54.386138,-2.736784,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17397,Garrigill,NY7441,54.766891,-2.398634,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
17405,Garsdale,SD7489,54.30067,-2.389507,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17406,Garsdale Head,SD7891,54.321172,-2.328465,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17430,Garth Row,SD5297,54.369649,-2.728793,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17489,Gatebeck,SD5485,54.266313,-2.694725,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17497,Gatesgarth,NY1914,54.522983,-3.245252,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
17530,Gawthrop,SD6987,54.281063,-2.46919,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17531,Gawthwaite,SD2784,54.254418,-3.117414,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17679,Gilcrux,NY1137,54.729148,-3.377556,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
17692,Gilgarran,NY0323,54.593276,-3.499669,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
17698,Gillbank,SD3698,54.373467,-2.986692,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17870,Glasson,NY0336,54.713291,-3.503335,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
17871,Glasson,NY2560,54.932236,-3.167341,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
17873,Glassonby,NY5738,54.742243,-2.65957,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
17887,Gleaston,SD2570,54.12874,-3.13928,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
17953,Glenridding,NY3816,54.542236,-2.956773,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18174,Goodyhills,NY1046,54.807655,-3.390915,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18190,Goose Green,SD5484,54.255978,-2.694551,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18302,Gosforth,NY0603,54.418554,-3.4389409,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
18420,Grange,NY2517,54.546314,-3.158615,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18450,Grange-Over-Sands,SD4077,54.193186,-2.9111218,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18472,Grasmere,NY3307,54.459301,-3.020401,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18476,Grassgarth,NY3444,54.786537,-3.0278273,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18477,Grassgarth,SD4499,54.388384,-2.859252,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18505,Grayrigg,SD5797,54.367993,-2.648971,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18509,Grayson Green,NX9925,54.610602,-3.556841,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18523,Asby, Great,NY6813,54.511767,-2.491909,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18523,Great Asby,NY6813,54.511767,-2.491909,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18544,Blencow, Great,NY4532,54.683739,-2.842212,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
18544,Great Blencow,NY4532,54.683739,-2.842212,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
18559,Broughton, Great,NY0731,54.669116,-3.44045,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18559,Great Broughton,NY0731,54.669116,-3.44045,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18582,Clifton, Great,NY0429,54.653282,-3.488563,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18582,Great Clifton,NY0429,54.653282,-3.488563,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18587,Corby, Great,NY4754,54.882145,-2.819846,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
18587,Great Corby,NY4754,54.882145,-2.819846,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
18595,Crosthwaite, Great,NY2624,54.606212,-3.144833,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18595,Great Crosthwaite,NY2624,54.606212,-3.144833,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
18686,Great Musgrave,NY7613,54.515834,-2.357567,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18686,Musgrave, Great,NY7613,54.515834,-2.357567,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18693,Great Ormside,NY7017,54.550086,-2.460677,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18693,Ormside, Great,NY7017,54.550086,-2.460677,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18694,Great Orton,NY3254,54.876455,-3.045874,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
18694,Orton, Great,NY3254,54.876455,-3.045874,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
18713,Great Salkeld,NY5536,54.722765,-2.698643,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
18713,Salkeld, Great,NY5536,54.722765,-2.698643,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
18732,Great Strickland,NY5522,54.598257,-2.687842,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18732,Strickland, Great,NY5522,54.598257,-2.687842,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
18750,Great Urswick,SD2674,54.16014,-3.126359,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18750,Urswick, Great,SD2674,54.16014,-3.126359,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18793,Green Bank,SD3880,54.21478,-2.949955,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18828,Green Head,NY3649,54.831722,-2.9978393,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
18844,Green Quarter,NY4604,54.429038,-2.829272,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
18992,Greengarth Hall,NY0700,54.386962,-3.4336001,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
18997,Greengill,NY1037,54.721372,-3.391065,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
19026,Greenholme,NY5905,54.445099,-2.624499,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
19050,Greenodd,SD3182,54.232943,-3.056999,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
19052,Greenrow,NY1152,54.86251,-3.388129,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
19063,Greenside,NY7103,54.429723,-2.44314,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
19081,Greenwell,NY5356,54.900645,-2.7226,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
19135,Greysouthen,NY0729,54.647562,-3.440556,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
19137,Greystoke,NY4430,54.669993,-2.869544,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
19138,Greystoke Gill,NY4429,54.658015,-2.857956,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
19140,Greystone,SD5179,54.204391,-2.7526937,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
19212,Grinsdale,NY3658,54.913702,-2.987248,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
19220,Grisdale,SD7793,54.334334,-2.342918,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
19227,Grizebeck,SD2385,54.25587,-3.172716,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
19228,Grizedale,SD3394,54.34101,-3.021929,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
19349,Gullom Holme,NY6528,54.649624,-2.535417,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
19530,Hackthorpe,NY5423,54.603698,-2.71052,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
19618,Haile,NY0308,54.46464,-3.493063,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
19650,Hale,SD5078,54.199582,-2.761207,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
19693,Halfpenny,SD5387,54.280665,-2.714934,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
19722,Hall Dunnerdale,SD2195,54.350071,-3.208476,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
19746,Hall Santon,NY1001,54.399055,-3.384294,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
19748,Hall Waberthwaite,SD1095,54.343623,-3.382123,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
19759,Hallbankgate,NY5759,54.929938,-2.660078,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
19796,Hallthwaites,SD1885,54.257566,-3.25428,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
19822,Haltcliff Bridge,NY3536,54.718927,-3.001295,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
19942,Hampsfield,SD3979,54.207416,-2.926021,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20111,Hardendale,NY5814,54.525439,-2.642721,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
20185,Haresceugh,NY6042,54.779945,-2.609435,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
20206,Harker,NY3960,54.939212,-2.943542,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
20207,Harker Marsh,NY0634,54.697239,-3.456188,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
20287,Harraby,NY4154,54.883107,-2.911834,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
20290,Harras,NX9818,54.546941,-3.578348,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
20295,Harrington,NX9925,54.611224,-3.564406,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
20302,Harriston,NY1641,54.761853,-3.306971,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
20332,Hartbarrow,SD4090,54.302067,-2.9235139,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20363,Hartley,NY7808,54.473238,-2.3363726,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
20403,Hartsop,NY4013,54.511079,-2.918202,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
20597,Haverigg,SD1678,54.198148,-3.288965,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
20601,Haverthwaite,SD3484,54.25239,-3.014411,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20611,Hawcoat,SD2071,54.135651,-3.222736,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
20622,Hawk Hill,NY0029,54.646158,-3.5511949,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
20649,Hawksdale,NY3648,54.823856,-2.984277,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
20651,Hawkshead,SD3597,54.370097,-2.996899,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20652,Hawkshead Hill,SD3398,54.379019,-3.023027,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20667,Haws Bank,SD2996,54.360095,-3.080267,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20749,Hayton,NY1041,54.75953,-3.391409,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
20750,Hayton,NY5057,54.912095,-2.767995,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
20785,Hazelslack,SD4778,54.20247,-2.800966,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20814,Headless Cross,SD3878,54.193995,-2.9517566,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20826,Heads Nook,NY4955,54.888652,-2.787083,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
20852,Heaning,SD4399,54.384224,-2.875333,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
20959,Heathwaite,SD4197,54.373703,-2.90051,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21029,Heggle Lane,NY3635,54.708696,-2.988626,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21040,Helbeck,NY7915,54.534754,-2.318139,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
21082,Helmside,SD6888,54.28662,-2.4930524,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21095,Helton,NY5122,54.590926,-2.756725,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
21247,Hensingham,NX9817,54.538803,-3.569564,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
21352,Hesket Newmarket,NY3438,54.736723,-3.022701,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21380,Hethersgill,NY4767,54.996456,-2.817157,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
21381,Hetherside,NY4366,54.988017,-2.882797,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
21394,Heversham,SD4983,54.240615,-2.77341,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21400,Hewer Hill,NY3738,54.733012,-2.9798814,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21470,Bankhill, High,NY5642,54.772807,-2.683944,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21470,High Bankhill,NY5642,54.772807,-2.683944,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21477,Biggins, High,SD5978,54.196723,-2.616916,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21477,High Biggins,SD5978,54.196723,-2.616916,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21491,Cark, High,SD3882,54.234258,-2.950878,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21491,High Cark,SD3882,54.234258,-2.950878,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21492,Casterton, High,SD6279,54.205843,-2.571824,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21492,High Casterton,SD6279,54.205843,-2.571824,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21509,Cunsey, High,SD3894,54.339424,-2.952058,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21509,High Cunsey,SD3894,54.339424,-2.952058,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21527,Green, High,NY4103,54.42489,-2.906256,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21527,High Green,NY4103,54.42489,-2.906256,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21539,Harrington, High,NY0025,54.617445,-3.542621,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21539,High Harrington,NY0025,54.617445,-3.542621,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21549,Hesket, High,NY4744,54.793107,-2.816488,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21549,High Hesket,NY4744,54.793107,-2.816488,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21551,High Hill,NY2623,54.604864,-3.144795,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21551,Hill, High,NY2623,54.604864,-3.144795,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21557,High Ireby,NY2337,54.723451,-3.196269,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21557,Ireby, High,NY2337,54.723451,-3.196269,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21567,High Longthwaite,NY2546,54.810928,-3.165397,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21567,Longthwaite, High,NY2546,54.810928,-3.165397,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21568,High Lorton,NY1625,54.620816,-3.302291,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21568,Lorton, High,NY1625,54.620816,-3.302291,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21578,High Newton,SD4082,54.236495,-2.919767,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21578,Newton, High,SD4082,54.236495,-2.919767,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21580,High Nibthwaite,SD2989,54.29806,-3.086418,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21580,Nibthwaite, High,SD2989,54.29806,-3.086418,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21581,High Oaks,SD6291,54.313687,-2.573319,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21581,Oaks, High,SD6291,54.313687,-2.573319,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21587,High Park,SD5390,54.303431,-2.7237649,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21587,Park, High,SD5390,54.303431,-2.7237649,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21591,High Row,NY3535,54.710429,-2.996429,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21591,Row, High,NY3535,54.710429,-2.996429,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21592,High Row,NY3821,54.588082,-2.955526,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21592,Row, High,NY3821,54.588082,-2.955526,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21594,High Scales,NY1845,54.797345,-3.265338,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21594,Scales, High,NY1845,54.797345,-3.265338,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21595,High Sellafield,NY0204,54.423414,-3.510261,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
21595,Sellafield, High,NY0204,54.423414,-3.510261,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
21599,High Side,NY2330,54.66496,-3.1880763,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21599,Side, High,NY2330,54.66496,-3.1880763,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21621,High Walton,NX9812,54.49304,-3.57627,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
21621,Walton, High,NX9812,54.49304,-3.57627,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
21623,High Water Head,SD3198,54.375413,-3.053466,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21623,Water Head, High,SD3198,54.375413,-3.053466,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21625,High Whinnow,NY3051,54.848888,-3.0917107,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21625,Whinnow, High,NY3051,54.848888,-3.0917107,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21629,High Wray,SD3799,54.391188,-2.964036,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21629,Wray, High,SD3799,54.391188,-2.964036,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
21649,Highbridge,NY3943,54.785467,-2.940736,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
21793,Highlaws,NY1449,54.834761,-3.338131,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
21799,Highmoor,NY2647,54.818235,-3.153157,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
22044,Hilton,NY7320,54.579722,-2.416918,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
22057,Hincaster,SD5084,54.255939,-2.754954,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
22076,Hindpool,SD1969,54.118184,-3.23792,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
22210,Hoff,NY6717,54.552188,-2.503713,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
22293,Holker,SD3577,54.190501,-2.983882,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
22336,Hollins,SD6791,54.313517,-2.5087452,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
22414,Holme,SD5278,54.203296,-2.7320391,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
22431,Holme Mills,SD5278,54.195499,-2.7372045,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
22437,Holme St Cuthbert,NY1047,54.810668,-3.3934515,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
22464,Holmrook,SD0799,54.383741,-3.418273,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
22472,Holmwrangle,NY5148,54.828927,-2.752764,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
22683,Hopebeck,NY1623,54.603768,-3.298031,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
22789,Hornsby,NY5150,54.843747,-2.754129,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
22930,Houghton,NY4059,54.927394,-2.926099,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
22997,How,NY5056,54.899821,-2.769056,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
23038,Howgate,NX9921,54.577048,-3.55912,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
23039,Howgill,SD6396,54.363435,-2.563238,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
23062,Howtown,NY4419,54.569736,-2.862582,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
