GBPNID,PlaceName,GridRef,Lat,Lng,HistCounty,Division,AdCounty,District,UniAuth,Police,Region,Alternative_Names,Type
23079,Hubbersty Head,SD4291,54.317204,-2.883902,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
23196,Hunsonby,NY5835,54.712145,-2.651413,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
23280,Hurst,NY4241,54.76157,-2.892004,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
23323,Hutton,NY4326,54.632704,-2.878337,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
23332,Hutton End,NY4538,54.738032,-2.853433,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
23338,Hutton Roof,NY3734,54.697115,-2.975931,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
23339,Hutton Roof,SD5778,54.198852,-2.6597164,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
23360,Hycemoor,SD0989,54.291658,-3.391138,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
23411,Hyton,SD0987,54.274782,-3.397019,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
23426,Ickenthwaite,SD3289,54.292077,-3.0461995,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
23573,Ings,SD4498,54.381492,-2.855258,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
23698,Ireby,NY2339,54.740294,-3.184323,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
23707,Ireleth,SD2277,54.18939,-3.196888,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
23721,Irthington,NY4961,54.946928,-2.784709,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
23734,Isel,NY1533,54.691733,-3.308595,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
23774,Ivegill,NY4143,54.781223,-2.907985,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
23847,Johnby,NY4333,54.68973,-2.884223,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
23887,Kaber,NY7911,54.498985,-2.314896,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
23906,Kearstwick,SD6080,54.215216,-2.603391,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
23918,Keekle,NY0016,54.532243,-3.541493,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
23949,Keld,NY5514,54.522929,-2.690577,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
23966,Kelleth,NY6505,54.441521,-2.526532,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
23974,Kells,NX9617,54.53868,-3.599547,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
23986,Kelsick,NY1950,54.840191,-3.250328,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24037,Kendal,SD5193,54.330422,-2.747398,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
24103,Kentmere,NY4504,54.431619,-2.84064,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
24113,Kentrigg,SD5194,54.342383,-2.749076,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
24115,Kents Bank,SD3976,54.176923,-2.92917,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
24158,Kershopefoot,NY4782,55.135828,-2.821272,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
24174,Keswick,NY2623,54.601544,-3.138565,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24236,Kidburngill,NY0621,54.575443,-3.4556809,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
24332,Killington,SD6188,54.294603,-2.5960565,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
24378,Kilnhill,NY2132,54.680565,-3.215947,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24493,King's Meaburn,NY6221,54.583926,-2.588293,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
24567,Kingside Hill,NY1551,54.849382,-3.31603,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24642,Kingstown,NY3959,54.925281,-2.943684,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
24674,Kinkry Hill,NY5175,55.06935,-2.762594,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
24782,Kirkandrews-on-Eden,NY3558,54.914435,-3.007391,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
24785,Kirkbampton,NY3056,54.898238,-3.07889,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24787,Kirkborough,NY0536,54.710011,-3.4760205,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24788,Kirkbride,NY2256,54.894083,-3.202708,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24802,Kirkby Lonsdale,SD6178,54.201991,-2.597035,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
24809,Kirkby Stephen,NY7708,54.474455,-2.349074,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
24810,Kirkby Thore,NY6325,54.624452,-2.561247,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
24816,Kirkby-in-Furness,SD2382,54.231515,-3.181573,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
24819,Kirkcambeck,NY5368,55.011666,-2.731632,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
24842,Kirkhouse,NY5659,54.931212,-2.673676,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
24849,Kirkland,NY0717,54.54718,-3.438006,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
24850,Kirkland,NY2748,54.825657,-3.128462,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24851,Kirkland,NY6432,54.687204,-2.5522,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
24853,Kirkland Guards,NY1840,54.749262,-3.265392,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
24861,Kirklinton,NY4367,54.995156,-2.889675,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
24872,Kirkoswald,NY5541,54.764332,-2.693484,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
24876,Kirksanton,SD1380,54.216112,-3.323264,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
24949,Kiskin,SD0986,54.261541,-3.3985378,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
25047,Knipe Fold,SD3499,54.389078,-3.013144,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
25054,Knock,NY6827,54.63784,-2.495754,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
25115,Knowefield,NY4057,54.909193,-2.932233,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
25223,Lady Hall,SD1985,54.26266,-3.239696,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
25267,Laithes,NY4632,54.688761,-2.830681,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
25287,Lakeside,SD3787,54.278881,-2.959109,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
25306,Lambfoot,NY1630,54.660395,-3.297511,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
25335,Lamonby,NY4135,54.712863,-2.915771,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
25343,Lamplugh,NY0820,54.575671,-3.411331,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
25389,Lane End,SD1093,54.328943,-3.376864,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
25408,Lane Ends,SD3484,54.24741,-3.0143744,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
25442,Lanercost,NY5563,54.967492,-2.694277,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
25543,Langrigg,NY1645,54.799671,-3.300413,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
25544,Langrigg,NY7714,54.526623,-2.356116,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
25572,Langwathby,NY5633,54.697686,-2.67098,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
25702,Laversdale,NY4762,54.954777,-2.816951,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
25773,Lazonby,NY5439,54.75013,-2.703309,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
25793,Lea Yeat,SD7686,54.27733,-2.369076,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
25807,Leadgate,NY7043,54.788258,-2.455605,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
25845,Leasgill,SD4983,54.248853,-2.772551,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
25919,Leece,SD2469,54.115367,-3.156048,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
25952,Legburthwaite,NY3219,54.56436,-3.052408,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26025,Lenacre,SD6689,54.295478,-2.523887,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
26070,Lessonhall,NY2250,54.840152,-3.20984,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26118,Levens,SD4886,54.26885,-2.787865,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
26173,Leys,NY0618,54.548491,-3.4547208,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
26304,Lindal in Furness,SD2575,54.172436,-3.1501835,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
26305,Lindale,SD4080,54.214902,-2.910853,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
26379,Linstock,NY4258,54.916275,-2.898855,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
26452,Asby, Little,NY6909,54.481301,-2.469164,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
26452,Little Asby,NY6909,54.481301,-2.469164,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
26460,Bampton, Little,NY2755,54.886232,-3.137949,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26460,Little Bampton,NY2755,54.886232,-3.137949,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26480,Blencow, Little,NY4532,54.687761,-2.845397,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
26480,Little Blencow,NY4532,54.687761,-2.845397,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
26492,Braithwaite, Little,NY2323,54.59629,-3.1932888,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26492,Little Braithwaite,NY2323,54.59629,-3.1932888,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26505,Broughton, Little,NY0731,54.671949,-3.42892,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26505,Little Broughton,NY0731,54.671949,-3.42892,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26531,Clifton, Little,NY0528,54.644761,-3.464974,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26531,Little Clifton,NY0528,54.644761,-3.464974,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26541,Corby, Little,NY4757,54.906333,-2.817842,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
26541,Little Corby,NY4757,54.906333,-2.817842,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
26657,Langdale, Little,NY3103,54.420634,-3.054117,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
26657,Little Langdale,NY3103,54.420634,-3.054117,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
26726,Little Musgrave,NY7513,54.512185,-2.375298,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
26726,Musgrave, Little,NY7513,54.512185,-2.375298,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
26740,Little Ormside,NY7016,54.544276,-2.452109,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
26740,Ormside, Little,NY7016,54.544276,-2.452109,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
26741,Little Orton,NY3555,54.887281,-3.009051,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
26741,Orton, Little,NY3555,54.887281,-3.009051,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
26769,Little Salkeld,NY5636,54.717599,-2.672924,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
26769,Salkeld, Little,NY5636,54.717599,-2.672924,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
26804,Little Strickland,NY5619,54.570383,-2.67755,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
26804,Strickland, Little,NY5619,54.570383,-2.67755,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
26828,Little Town,NY2319,54.565377,-3.185449,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26828,Town, Little,NY2319,54.565377,-3.185449,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
26833,Little Urswick,SD2673,54.153228,-3.125405,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
26833,Urswick, Little,SD2673,54.153228,-3.125405,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
27826,Lockhills,NY5047,54.820399,-2.765678,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
27962,Long Marton,NY6624,54.615174,-2.517498,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
27962,Marton, Long,NY6624,54.615174,-2.517498,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
27990,Longburgh,NY3058,54.919101,-3.081461,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
27997,Longcroft,NY2158,54.911004,-3.224444,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28001,Longdale,NY6405,54.440526,-2.548105,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
28002,Longdales,NY5144,54.794891,-2.748865,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
28044,Longlands,NY2636,54.71412,-3.138557,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28065,Longpark,NY4261,54.948106,-2.896442,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
28082,Longsowerby,NY3954,54.883528,-2.950658,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
28095,Longthwaite,NY4322,54.598165,-2.869854,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
28100,Longtown,NY3868,55.008618,-2.962996,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
28127,Loppergarth,SD2577,54.185207,-3.137001,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28189,Biggins, Low,SD6078,54.19714,-2.607296,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28189,Low Biggins,SD6078,54.19714,-2.607296,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28191,Borrowbridge, Low,NY6101,54.402959,-2.6022794,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
28191,Low Borrowbridge,NY6101,54.402959,-2.6022794,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
28194,Braithwaite, Low,NY4242,54.771443,-2.893776,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
28194,Low Braithwaite,NY4242,54.771443,-2.893776,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
28201,Cotehill, Low,NY4750,54.847266,-2.821319,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
28201,Low Cotehill,NY4750,54.847266,-2.821319,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
28228,Hesket, Low,NY4646,54.810074,-2.83239,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
28228,Low Hesket,NY4646,54.81008,-2.831612,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
28231,Knipe, Low,NY5119,54.572013,-2.74864,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
28231,Low Knipe,NY5119,54.572013,-2.74864,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
28238,Lorton, Low,NY1525,54.619321,-3.312558,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28238,Low Lorton,NY1525,54.619321,-3.312558,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28245,Low Moresby,NX9920,54.572713,-3.556541,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
28245,Moresby, Low,NX9920,54.572713,-3.556541,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
28246,Low Newton,SD4082,54.231671,-2.915825,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28246,Newton, Low,SD4082,54.231671,-2.915825,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28250,Low Row,NY1944,54.793309,-3.2607249,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28250,Row, Low,NY1944,54.793309,-3.2607249,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28251,Low Row,NY5863,54.960204,-2.646987,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
28251,Row, Low,NY5863,54.960204,-2.646987,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
28267,Low Walton,NX9813,54.502023,-3.5766159,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
28267,Walton, Low,NX9813,54.502023,-3.5766159,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
28271,Low Whinnow,NY3051,54.85028,-3.085273,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28271,Whinnow, Low,NY3051,54.85028,-3.085273,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28274,Low Wood,SD3483,54.243081,-3.006617,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28274,Wood, Low,SD3483,54.243081,-3.006617,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28277,Lowca,NX9821,54.580417,-3.569616,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
28465,Hawthwaite, Lower,SD2189,54.290493,-3.2151556,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28465,Lower Hawthwaite,SD2189,54.290493,-3.2151556,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28703,Loweswater,NY1421,54.577476,-3.331388,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
28709,Lowgill,SD6196,54.364037,-2.5927988,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28712,Lowick,SD2986,54.264712,-3.0915671,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28714,Lowick Bridge,SD2986,54.268286,-3.089059,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28715,Lowick Green,SD2985,54.258079,-3.080669,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28721,Lowther,NY5323,54.604803,-2.716731,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
28768,Ludderburn,SD4091,54.311053,-2.9237152,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
28847,Lupton,SD5680,54.219436,-2.675289,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
29165,Mains,NY0724,54.602579,-3.4411679,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
29317,Mansergh,SD6082,54.239255,-2.612917,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
29323,Mansriggs,SD2980,54.216253,-3.088242,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
29617,Marthwaite,SD6492,54.322788,-2.548845,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
29628,Martindale,NY4318,54.562408,-2.876764,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
29641,Marton,SD2477,54.18396,-3.1649538,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
29683,Maryport,NY0336,54.714461,-3.499559,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
29725,Matterdale End,NY3923,54.603024,-2.941169,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
29741,Maulds Meaburn,NY6216,54.539703,-2.576482,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
29750,Mawbray,NY0846,54.806359,-3.425101,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
29840,Meal Bank,SD5395,54.353853,-2.710049,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
29846,Mealrigg,NY1346,54.801848,-3.347933,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
29847,Mealsgate,NY2042,54.768947,-3.230254,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
29859,Meathop,SD4380,54.218867,-2.864286,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
29952,Melkinthorpe,NY5525,54.620466,-2.686033,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
29958,Mellguards,NY4445,54.803112,-2.864138,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
29975,Melmerby,NY6137,54.728793,-2.594691,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
30179,Micklethwaite,NY2850,54.8433,-3.115717,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
30285,Middlesceugh,NY4041,54.766682,-2.92942,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
30287,Middleshaw,SD5589,54.296327,-2.679865,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30300,Middleton,SD6286,54.275394,-2.5745097,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30332,Middleton Place,SD0992,54.317328,-3.386469,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
30344,Middletown,NX9908,54.463409,-3.554333,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
30363,Midgeholme,NY6358,54.923863,-2.563643,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
30391,Milburn,NY6529,54.656306,-2.536497,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
30492,Mill Side,SD4484,54.249605,-2.847923,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30519,Millbeck,NY2526,54.625479,-3.150795,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
30549,Millgillhead,NY0720,54.566644,-3.4398996,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
30557,Millholme,SD5690,54.307651,-2.668418,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30559,Millhouse,NY3637,54.729799,-2.990692,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
30573,Millness,SD5382,54.239686,-2.714225,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30574,Millom,SD1780,54.210651,-3.27195,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
30592,Millthrop,SD6691,54.315458,-2.519541,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30614,Milnthorpe,SD4981,54.226785,-2.7731494,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30638,Milton,NY5560,54.936388,-2.695926,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
30639,Milton,SD5382,54.240363,-2.721142,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30752,Mintsfeet,SD5194,54.339994,-2.74288,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
30757,Mirehouse,NX9815,54.524599,-3.569791,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
30784,Mite Houses,SD0897,54.36019,-3.4172776,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
30795,Moat,NY4174,55.057296,-2.9228813,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
30810,Mockerkin,NY0923,54.596224,-3.410014,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
30888,Monkhill,NY3458,54.918768,-3.026533,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
31001,Moor Park,NY0638,54.728167,-3.4611513,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31006,Moor Row,NY0014,54.515499,-3.536536,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
31007,Moor Row,NY2049,54.830916,-3.234473,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31048,Moorend,NY3150,54.847983,-3.0650853,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31070,Moorhouse,NY2651,54.849682,-3.154053,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31071,Moorhouse,NY3356,54.902661,-3.039536,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
31134,Moresby Parks,NX9919,54.560006,-3.549345,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
31176,Morland,NY5922,54.595587,-2.623317,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
31207,Morton,NY3854,54.880285,-2.963051,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
31208,Morton,NY4439,54.748777,-2.859097,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
31242,Mosedale,NY3532,54.680764,-2.997253,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
31267,Moss Side,NY1952,54.861256,-3.255654,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31276,Mossbay,NX9927,54.632083,-3.563859,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31282,Mossedge,NY4768,55.005082,-2.820006,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
31285,Mosser,NY1124,54.609722,-3.369447,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31286,Mosser Mains,NY1125,54.613747,-3.371131,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31314,Motherby,NY4228,54.647901,-2.889513,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
31556,Mungrisdale,NY3630,54.663685,-2.990059,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
31582,Murton,NY7221,54.589905,-2.4227709,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
31807,Nateby,NY7706,54.455761,-2.346246,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
31810,Natland,SD5289,54.296696,-2.737798,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
31831,Nealhouse,NY3351,54.852871,-3.0392487,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
31836,Near Sawrey,SD3695,54.351287,-2.974642,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
31886,Nenthall,NY7545,54.806039,-2.381128,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
31887,Nenthead,NY7843,54.787288,-2.34052,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
31892,Nepgill,NY0529,54.650018,-3.459149,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
